#Top: top   Floorplan: synth_1   Part: xcku040-ffva1156-2-i
#Generated by: DELL   on: Fri Aug  2 21:06:56 2024
#Build: Vivado v2017.4   by: xbuild   on: Fri Dec 15 20:55:39 MST 2017
#Package Version: FINAL 2014-05-08
#Package Pin Delay Version: VERS. 2.1 2013-09-19

################################################################################
#INVALID / INCOMPLETE PINOUT
#One or more ports below has an ERROR in its "Board Voltage" column.  Run DRCs for more info.
################################################################################

#The following package pin(s) are connected to master PCIE reset pins, and #    should be tied off to LVTTL standard - 
IO Bank,Pin Number,Site,Site Type,Min Trace Delay (ps),Max Trace Delay (ps),Prohibit,Interface,Signal Name,Direction,DiffPair Type,DiffPair Signal,IO Standard,Drive (mA),Slew Rate,OUTPUT_IMPEDANCE,PRE_EMPHASIS,LVDS_PRE_EMPHASIS,EQUALIZATION,Pull Type,DQS_BIAS,DIFF_TERM,OFFCHIP_TERM,Board Signal,Board Voltage,ODT
,AA6,,MGTVCCAUX_R,,,,,,,,,,,,,,,,,,,,,,
,AA8,,VCCAUX,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80,
,AB10,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AB11,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,AB12,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AB13,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,AB14,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AB15,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,AB16,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AB17,,VCCBRAM,,,,,,,,,,,,,,,,,,,,,,
,AB18,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AB19,,VCCAUX_IO,,,,,,,,,,,,,,,,,,,,VCCAUX_IO,1.80,
,AB28,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AB3,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AB4,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AB8,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AC1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AC10,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,AC11,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AC12,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,AC13,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AC14,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,AC15,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AC16,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,AC17,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AC18,,VCCAUX_IO,,,,,,,,,,,,,,,,,,,,VCCAUX_IO,1.80,
,AC19,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AC2,,MGTAVTT_R,,,,,,,,,,,,,,,,,,,,,,
,AC25,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AC5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AC6,,MGTAVCC_R,,,,,,,,,,,,,,,,,,,,,,
,AC8,,VCCAUX,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80,
,AD12,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AD22,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AD3,,MGTAVTT_R,,,,,,,,,,,,,,,,,,,,,,
,AD32,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AD4,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AE1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AE19,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AE2,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AE29,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AE5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AE6,,MGTAVCC_R,,,,,,,,,,,,,,,,,,,,,,
,AE7,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AE9,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AF16,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AF26,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AF3,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AF4,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AF7,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AG1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AG13,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AG2,,MGTAVTT_R,,,,,,,,,,,,,,,,,,,,,,
,AG23,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AG33,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AG5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AG6,,MGTAVCC_R,,,,,,,,,,,,,,,,,,,,,,
,AG7,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AH10,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AH20,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AH3,,MGTAVTT_R,,,,,,,,,,,,,,,,,,,,,,
,AH30,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AH4,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AH7,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AJ1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AJ17,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AJ2,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AJ27,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AJ5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AJ6,,MGTAVCC_R,,,,,,,,,,,,,,,,,,,,,,
,AJ7,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AK14,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AK24,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AK3,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AK34,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AK4,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AK7,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AL1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AL11,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AL2,,MGTAVTT_R,,,,,,,,,,,,,,,,,,,,,,
,AL21,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AL31,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AL5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AL6,,MGTAVCC_R,,,,,,,,,,,,,,,,,,,,,,
,AL7,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AM18,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AM28,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AM3,,MGTAVTT_R,,,,,,,,,,,,,,,,,,,,,,
,AM4,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AM7,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AM8,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AN1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AN15,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AN2,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AN25,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AN5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AN6,,MGTAVCC_R,,,,,,,,,,,,,,,,,,,,,,
,AN7,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AP12,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AP22,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AP3,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AP32,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AP4,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AP7,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,B18,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,B28,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,B3,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,B30,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,B31,,NC,,,,,,,,,,,,,,,,,,,,,,
,B32,,NC,,,,,,,,,,,,,,,,,,,,,,
,B33,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,B34,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,B4,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,B7,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,B8,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,C1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,C15,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,C2,,MGTAVTT_R,,,,,,,,,,,,,,,,,,,,,,
,C25,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,C30,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,C31,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,C32,,MGTAVTT_L,,,,,,,,,,,,,,,,,,,,,,
,C33,,NC,,,,,,,,,,,,,,,,,,,,,,
,C34,,NC,,,,,,,,,,,,,,,,,,,,,,
,C5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,C6,,MGTAVCC_R,,,,,,,,,,,,,,,,,,,,,,
,C7,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,D12,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,D22,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,D3,,MGTAVTT_R,,,,,,,,,,,,,,,,,,,,,,
,D30,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,D31,,NC,,,,,,,,,,,,,,,,,,,,,,
,D32,,NC,,,,,,,,,,,,,,,,,,,,,,
,D33,,MGTAVTT_L,,,,,,,,,,,,,,,,,,,,,,
,D34,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,D4,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,D7,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,E1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,E19,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,E2,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,E29,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,E30,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,E31,,MGTAVCC_L,,,,,,,,,,,,,,,,,,,,,,
,E32,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,E33,,NC,,,,,,,,,,,,,,,,,,,,,,
,E34,,NC,,,,,,,,,,,,,,,,,,,,,,
,E5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,E6,,MGTAVCC_R,,,,,,,,,,,,,,,,,,,,,,
,E7,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,E9,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,F16,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,F26,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,F28,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,F29,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,F3,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,F30,,MGTAVCC_L,,,,,,,,,,,,,,,,,,,,,,
,F31,,NC,,,,,,,,,,,,,,,,,,,,,,
,F32,,NC,,,,,,,,,,,,,,,,,,,,,,
,F33,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,F34,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,F4,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,F7,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,G1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,G13,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,G2,,MGTAVTT_R,,,,,,,,,,,,,,,,,,,,,,
,G23,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,G28,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,G29,,NC,,,,,,,,,,,,,,,,,,,,,,
,G30,,NC,,,,,,,,,,,,,,,,,,,,,,
,G31,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,G32,,MGTAVTT_L,,,,,,,,,,,,,,,,,,,,,,
,G33,,NC,,,,,,,,,,,,,,,,,,,,,,
,G34,,NC,,,,,,,,,,,,,,,,,,,,,,
,G5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,G6,,MGTAVCC_R,,,,,,,,,,,,,,,,,,,,,,
,G7,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,H10,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,H20,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,H28,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,H29,,MGTAVCC_L,,,,,,,,,,,,,,,,,,,,,,
,H3,,MGTAVTT_R,,,,,,,,,,,,,,,,,,,,,,
,H30,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,H31,,NC,,,,,,,,,,,,,,,,,,,,,,
,H32,,NC,,,,,,,,,,,,,,,,,,,,,,
,H33,,MGTAVTT_L,,,,,,,,,,,,,,,,,,,,,,
,H34,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,H4,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,H7,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,J1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,J17,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,J2,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,J27,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,J28,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,J29,,NC,,,,,,,,,,,,,,,,,,,,,,
,J30,,NC,,,,,,,,,,,,,,,,,,,,,,
,J31,,MGTAVCC_L,,,,,,,,,,,,,,,,,,,,,,
,J32,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,J33,,NC,,,,,,,,,,,,,,,,,,,,,,
,J34,,NC,,,,,,,,,,,,,,,,,,,,,,
,J5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,J6,,MGTAVCC_R,,,,,,,,,,,,,,,,,,,,,,
,J7,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,K14,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,K24,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,K28,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,K29,,MGTVCCAUX_L,,,,,,,,,,,,,,,,,,,,,,
,K3,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,K30,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,K31,,NC,,,,,,,,,,,,,,,,,,,,,,
,K32,,NC,,,,,,,,,,,,,,,,,,,,,,
,K33,,MGTAVTT_L,,,,,,,,,,,,,,,,,,,,,,
,K34,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,K4,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,L1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,L11,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,L2,,MGTAVTT_R,,,,,,,,,,,,,,,,,,,,,,
,L21,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,L28,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,L29,,NC,,,,,,,,,,,,,,,,,,,,,,
,L30,,NC,,,,,,,,,,,,,,,,,,,,,,
,L31,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,L32,,MGTAVTT_L,,,,,,,,,,,,,,,,,,,,,,
,L33,,NC,,,,,,,,,,,,,,,,,,,,,,
,L34,,NC,,,,,,,,,,,,,,,,,,,,,,
,L5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,L6,,MGTAVCC_R,,,,,,,,,,,,,,,,,,,,,,
,M10,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,M11,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,M12,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,M13,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,M14,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,M15,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,M16,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,M17,,VCCINT_IO,,,,,,,,,,,,,,,,,,,,,,
,M18,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,M19,,VCCAUX_IO,,,,,,,,,,,,,,,,,,,,VCCAUX_IO,1.80,
,M28,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,M29,,MGTVCCAUX_L,,,,,,,,,,,,,,,,,,,,,,
,M3,,MGTAVTT_R,,,,,,,,,,,,,,,,,,,,,,
,M30,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,M31,,NC,,,,,,,,,,,,,,,,,,,,,,
,M32,,NC,,,,,,,,,,,,,,,,,,,,,,
,M33,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,M34,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,M4,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,M8,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,M9,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,N1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,N10,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,N11,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,N12,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,N13,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,N14,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,N15,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,N16,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,N17,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,N18,,VCCAUX_IO,,,,,,,,,,,,,,,,,,,,VCCAUX_IO,1.80,
,N19,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,N2,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,N25,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,N28,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,N29,,NC,,,,,,,,,,,,,,,,,,,,,,
,N30,,NC,,,,,,,,,,,,,,,,,,,,,,
,N31,,MGTAVCC_L,,,,,,,,,,,,,,,,,,,,,,
,N32,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,N33,,NC,,,,,,,,,,,,,,,,,,,,,,
,N34,,NC,,,,,,,,,,,,,,,,,,,,,,
,N5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,N6,,MGTAVCC_R,,,,,,,,,,,,,,,,,,,,,,
,N8,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,N9,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,P10,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,P11,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,P12,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,P13,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,P14,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,P15,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,P16,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,P17,,VCCINT_IO,,,,,,,,,,,,,,,,,,,,,,
,P18,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,P19,,VCCAUX_IO,,,,,,,,,,,,,,,,,,,,VCCAUX_IO,1.80,
,P22,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,P28,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,P29,,MGTAVCC_L,,,,,,,,,,,,,,,,,,,,,,
,P3,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,P30,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,P31,,NC,,,,,,,,,,,,,,,,,,,,,,
,P32,,NC,,,,,,,,,,,,,,,,,,,,,,
,P33,,MGTAVTT_L,,,,,,,,,,,,,,,,,,,,,,
,P34,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,P4,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,P8,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,P9,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,R1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,R10,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,R11,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,R12,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,R13,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,R14,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,R15,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,R16,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,R17,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,R18,,VCCINT_IO,,,,,,,,,,,,,,,,,,,,,,
,R19,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,R2,,MGTAVTT_R,,,,,,,,,,,,,,,,,,,,,,
,R20,,VCCAUX_IO,,,,,,,,,,,,,,,,,,,,VCCAUX_IO,1.80,
,R28,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,R29,,NC,,,,,,,,,,,,,,,,,,,,,,
,R30,,NC,,,,,,,,,,,,,,,,,,,,,,
,R31,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,R32,,MGTAVTT_L,,,,,,,,,,,,,,,,,,,,,,
,R33,,NC,,,,,,,,,,,,,,,,,,,,,,
,R34,,NC,,,,,,,,,,,,,,,,,,,,,,
,R5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,R6,,MGTVCCAUX_R,,,,,,,,,,,,,,,,,,,,,,
,R8,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,R9,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,T10,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,T11,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,T12,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,T13,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,T14,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,T15,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,T16,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,T17,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,T18,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,T19,,VCCAUX_IO,,,,,,,,,,,,,,,,,,,,VCCAUX_IO,1.80,
,T20,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,T26,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,T28,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,T29,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,T3,,MGTAVTT_R,,,,,,,,,,,,,,,,,,,,,,
,T30,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,T31,,NC,,,,,,,,,,,,,,,,,,,,,,
,T32,,NC,,,,,,,,,,,,,,,,,,,,,,
,T33,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,T34,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,T4,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,T8,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,T9,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,U1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,U10,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,U13,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,U14,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,U15,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,U16,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,U17,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,U18,,VCCINT_IO,,,,,,,,,,,,,,,,,,,,,,
,U19,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,U2,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,U20,,VCCAUX_IO,,,,,,,,,,,,,,,,,,,,VCCAUX_IO,1.80,
,U23,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,U30,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,U31,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,U32,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,U33,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,U5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,U6,,MGTAVCC_R,,,,,,,,,,,,,,,,,,,,,,
,U8,,VCCAUX,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80,
,V10,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,V13,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,V14,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,V15,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,V16,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,V17,,VCCBRAM,,,,,,,,,,,,,,,,,,,,,,
,V18,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,V19,,VCCAUX_IO,,,,,,,,,,,,,,,,,,,,VCCAUX_IO,1.80,
,V20,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,V3,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,V30,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,V4,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,V8,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,W1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,W10,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,W13,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,W14,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,W15,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,W16,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,W17,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,W18,,VCCINT_IO,,,,,,,,,,,,,,,,,,,,,,
,W19,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,W2,,MGTAVTT_R,,,,,,,,,,,,,,,,,,,,,,
,W20,,VCCAUX_IO,,,,,,,,,,,,,,,,,,,,VCCAUX_IO,1.80,
,W27,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,W5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,W6,,MGTAVCC_R,,,,,,,,,,,,,,,,,,,,,,
,W8,,VCCAUX,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80,
,Y10,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,Y13,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,Y14,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
